transaction_date,owner,ticker,type,senator,amount
2019-09-13,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-09-16,Joint,BPL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-16,Joint,BPL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-16,Joint,BPL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-17,Joint,BPL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-18,Joint,ET,Purchase,"David A Perdue , Jr",1001
2019-09-18,Joint,WES,Purchase,"David A Perdue , Jr",1001
2019-09-18,Joint,WES,Purchase,"David A Perdue , Jr",1001
2019-09-18,Joint,BPL,Sale (Partial),"David A Perdue , Jr",1001
2019-09-18,Joint,BPL,Sale (Full),"David A Perdue , Jr",1001
2019-09-19,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2019-09-19,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",15001
2019-09-19,Joint,DCP,Purchase,"David A Perdue , Jr",1001
2019-09-25,Joint,GPK,Sale (Partial),"David A Perdue , Jr",15001
2019-09-25,Joint,SU,Sale (Full),"David A Perdue , Jr",15001
2019-09-24,Self,NFLX,Purchase,John Hoeven,50001
2019-09-24,Self,KTB,Purchase,John Hoeven,15001
2019-09-01,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2019-08-01,Spouse,DD,Sale (Full),William Cassidy,1001
2019-08-15,Spouse,CVET,Sale (Full),Susan M Collins,1001
2019-08-20,Spouse,AKAM,Purchase,Susan M Collins,15001
2019-08-26,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2019-08-26,Joint,T,Sale (Partial),"David A Perdue , Jr",1001
2019-08-22,Joint,T,Sale (Partial),"David A Perdue , Jr",15001
2019-08-21,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-08-19,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-08-16,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-15,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-15,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-15,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-08-15,Joint,M,Purchase,"David A Perdue , Jr",1001
2019-08-15,Joint,BMY,Sale (Partial),"David A Perdue , Jr",15001
2019-08-14,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-14,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-13,Joint,EXR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-13,Joint,EXR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-12,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-09,Joint,DIS,Sale (Partial),"David A Perdue , Jr",1001
2019-08-09,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2019-08-09,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-09,Joint,DIS,Sale (Partial),"David A Perdue , Jr",1001
2019-08-08,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-08,Joint,KR,Purchase,"David A Perdue , Jr",1001
2019-08-08,Joint,KR,Purchase,"David A Perdue , Jr",1001
2019-08-08,Joint,M,Purchase,"David A Perdue , Jr",1001
2019-08-07,Joint,KR,Purchase,"David A Perdue , Jr",1001
2019-08-07,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-07,Joint,STT,Purchase,"David A Perdue , Jr",1001
2019-08-06,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-06,Joint,KR,Purchase,"David A Perdue , Jr",15001
2019-08-05,Joint,KR,Purchase,"David A Perdue , Jr",15001
2019-08-05,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-14,Spouse,NFLX,Purchase,Pat Roberts,1001
2019-08-14,Spouse,AMZN,Purchase,Pat Roberts,15001
2019-07-23,Spouse,WAT,Sale (Partial),"Angus S King, Jr.",1001
2019-07-23,Spouse,CMCSA,Purchase,"Angus S King, Jr.",1001
2019-08-22,Self,DOW,Purchase,John Hoeven,50001
2019-07-23,Self,CVS,Sale (Full),John Hoeven,50001
2019-07-23,Self,UPS,Sale (Full),John Hoeven,100001
2018-10-19,Self,ET,Exchange,Patrick J Toomey,1001
2018-10-19,Self,ETP,Exchange,Patrick J Toomey,1001
2018-12-07,Spouse,WMT,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,SBUX,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,PG,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,NVS,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,JPM,Purchase,William Cassidy,1001
2018-12-07,Spouse,MSFT,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,MDT,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,FRT,Sale (Full),William Cassidy,1001
2018-12-07,Spouse,XOM,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,DIS,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,CMCSA,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,CSCO,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,CVS,Sale (Partial),William Cassidy,1001
2018-12-07,Spouse,AAPL,Purchase,William Cassidy,1001
2018-12-07,Spouse,AMGN,Sale (Partial),William Cassidy,1001
2019-06-28,Self,MPLX,Sale (Full),Patrick J Toomey,1001
2019-07-31,Joint,REVB,Sale (Full),Patrick J Toomey,15001
2019-07-18,Spouse,CEF,Purchase,Thomas R Carper,1001
2019-07-18,Spouse,ABB,Sale (Full),Thomas R Carper,1001
2019-07-16,Spouse,SMG,Sale (Full),Thomas R Carper,1001
2019-07-16,Spouse,CAG,Purchase,Thomas R Carper,1001
2019-07-30,Joint,ANDX,Exchange,"David A Perdue , Jr",50001
2019-07-25,Joint,T,Purchase,"David A Perdue , Jr",1001
2019-07-25,Joint,KO,Purchase,"David A Perdue , Jr",1001
2019-07-25,Joint,GE,Sale (Partial),"David A Perdue , Jr",1001
2019-07-25,Joint,PYPL,Purchase,"David A Perdue , Jr",1001
2019-07-25,Joint,JCI,Sale (Full),"David A Perdue , Jr",1001
2019-08-02,Joint,SUN,Sale (Partial),"David A Perdue , Jr",1001
2019-08-02,Joint,KR,Purchase,"David A Perdue , Jr",15001
2019-08-02,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-02,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-02,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-01,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-08-01,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-08-01,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-08-01,Joint,HBI,Purchase,"David A Perdue , Jr",1001
2019-07-31,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-07-30,Joint,GPK,Purchase,"David A Perdue , Jr",1001
2019-07-23,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-19,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-19,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2019-07-18,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-17,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-16,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-15,Joint,MYL,Sale (Full),"David A Perdue , Jr",1001
2019-07-15,Joint,ABBV,Sale (Partial),"David A Perdue , Jr",15001
2019-07-15,Joint,BMY,Purchase,"David A Perdue , Jr",15001
2019-07-15,Joint,DOW,Purchase,"David A Perdue , Jr",15001
2019-07-15,Joint,DOW,Purchase,"David A Perdue , Jr",15001
2019-07-15,Joint,DD,Sale (Full),"David A Perdue , Jr",1001
2019-07-15,Joint,DD,Sale (Partial),"David A Perdue , Jr",1001
2019-07-12,Joint,ENTG,Purchase,"David A Perdue , Jr",1001
2019-07-10,Joint,MSM,Purchase,"David A Perdue , Jr",1001
2019-07-10,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-09,Joint,BWXT,Sale (Full),"David A Perdue , Jr",15001
2019-07-08,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-08,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-07-02,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-01,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-07-17,Self,AIG,Sale (Full),James M Inhofe,50001
2019-06-05,Joint,NSRGY,Sale (Full),Sheldon Whitehouse,15001
2019-06-05,Self,KO,Purchase,Sheldon Whitehouse,1001
2019-06-10,Spouse,RDSA.AS,Sale (Partial),Shelley M Capito,1001
2019-06-10,Spouse,MSFT,Sale (Partial),Shelley M Capito,1001
2019-06-10,Spouse,INTC,Sale (Partial),Shelley M Capito,1001
2019-06-10,Spouse,HBAN,Sale (Full),Shelley M Capito,1001
2019-06-10,Spouse,XOM,Sale (Partial),Shelley M Capito,1001
2019-06-10,Spouse,C,Sale (Partial),Shelley M Capito,1001
2019-06-10,Spouse,NSC,Sale (Full),Shelley M Capito,1001
2019-06-25,Self,PYPL,Sale (Full),James M Inhofe,15001
2019-06-26,Self,BSTZ,Purchase,John Hoeven,100001
2019-06-21,Spouse,WMT,Sale (Full),Pat Roberts,50001
2019-06-21,Spouse,FB,Sale (Full),Pat Roberts,50001
2019-06-21,Spouse,NOC,Sale (Full),Pat Roberts,15001
2019-06-21,Spouse,TGT,Sale (Full),Pat Roberts,1001
2019-06-21,Spouse,NOC,Sale (Full),Pat Roberts,100001
2019-06-26,Spouse,BSTZ,Purchase,Thomas R Carper,1001
2019-06-26,Spouse,BSTZ,Purchase,Thomas R Carper,1001
2019-06-28,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2019-06-28,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-06-27,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-06-27,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-06-27,Joint,WPX,Purchase,"David A Perdue , Jr",1001
2019-06-26,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-06-25,Joint,PBA,Purchase,"David A Perdue , Jr",1001
2019-06-25,Joint,CZR,Sale (Partial),"David A Perdue , Jr",1001
2019-06-25,Joint,OKE,Purchase,"David A Perdue , Jr",1001
2019-06-24,Joint,LNG,Purchase,"David A Perdue , Jr",1001
2019-06-24,Joint,LGF-B,Purchase,"David A Perdue , Jr",1001
2019-06-24,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2019-06-24,Joint,TRGP,Sale (Partial),"David A Perdue , Jr",1001
2019-06-17,Joint,CTVA,Sale (Full),"David A Perdue , Jr",1001
2019-06-17,Joint,CTVA,Sale (Partial),"David A Perdue , Jr",1001
2019-06-14,Joint,NWSA,Purchase,"David A Perdue , Jr",1001
2019-06-14,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-06-14,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-06-11,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-06-07,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-06-06,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-06-06,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2018-08-23,Child,NFLX,Purchase,Christopher A Coons,1001
2018-10-24,Child,NFLX,Sale (Full),Christopher A Coons,1001
2018-07-18,Child,NFLX,Sale (Full),Christopher A Coons,1001
2018-03-19,Child,NFLX,Sale (Full),Christopher A Coons,1001
2018-11-05,Child,AAPL,Sale (Partial),Christopher A Coons,1001
2018-10-24,Child,AAPL,Purchase,Christopher A Coons,1001
2019-05-28,Child,MSFT,Sale (Full),Christopher A Coons,1001
2019-06-01,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2019-05-23,Joint,VFC,Exchange,Jacklyn S Rosen,1001
2019-06-03,Spouse,VMC,Sale (Full),"A. Mitchell Mcconnell, Jr.",250001
2019-06-03,Spouse,IR,Sale (Full),"A. Mitchell Mcconnell, Jr.",250001
2019-05-17,Spouse,RHT,Sale (Full),Susan M Collins,50001
2019-05-21,Spouse,WEX,Purchase,Susan M Collins,15001
2019-05-17,Joint,NVDA,Purchase,Sheldon Whitehouse,1001
2019-05-16,Self,CVS,Purchase,Sheldon Whitehouse,1001
2019-05-02,Spouse,VGR,Sale (Full),Thomas R Carper,1001
2019-05-30,Joint,M,Purchase,"David A Perdue , Jr",1001
2019-05-30,Joint,PBA,Purchase,"David A Perdue , Jr",1001
2019-05-30,Joint,PG,Sale (Partial),"David A Perdue , Jr",1001
2019-05-30,Joint,PEP,Sale (Partial),"David A Perdue , Jr",1001
2019-05-29,Joint,EAF,Purchase,"David A Perdue , Jr",1001
2019-05-29,Joint,CTSH,Purchase,"David A Perdue , Jr",1001
2019-05-29,Joint,INFY,Sale (Full),"David A Perdue , Jr",1001
2019-05-28,Joint,EAF,Purchase,"David A Perdue , Jr",1001
2019-05-28,Joint,CEQP,Purchase,"David A Perdue , Jr",1001
2019-05-24,Joint,EAF,Purchase,"David A Perdue , Jr",1001
2019-05-23,Joint,PEP,Sale (Partial),"David A Perdue , Jr",1001
2019-05-23,Joint,PG,Sale (Partial),"David A Perdue , Jr",1001
2019-05-23,Joint,EAF,Purchase,"David A Perdue , Jr",1001
2019-05-23,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-05-23,Joint,AVP,Sale (Full),"David A Perdue , Jr",1001
2019-05-22,Joint,CTSH,Purchase,"David A Perdue , Jr",1001
2019-05-22,Joint,INFY,Sale (Partial),"David A Perdue , Jr",1001
2019-05-17,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-05-16,Joint,DIS,Sale (Partial),"David A Perdue , Jr",15001
2019-05-15,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-05-15,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-05-15,Joint,AMT,Sale (Partial),"David A Perdue , Jr",1001
2019-05-08,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-05-06,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-05-06,Joint,ACA,Sale (Partial),"David A Perdue , Jr",1001
2019-05-03,Joint,OKE,Sale (Partial),"David A Perdue , Jr",1001
2019-05-03,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-05-02,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-05-02,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-05-01,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-05-01,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-05-30,Self,CE,Purchase,John Hoeven,50001
2019-05-30,Self,DOW,Purchase,John Hoeven,50001
2019-05-15,Joint,GS,Sale (Partial),Rafael E Cruz,50001
2019-04-25,Self,TOT,Sale (Full),Gary C Peters,15001
2019-04-25,Self,SHW,Sale (Partial),Gary C Peters,1001
2019-05-10,Self,ISRG,Sale (Full),James M Inhofe,15001
2018-12-19,Spouse,WY,Sale (Full),"Jerry Moran,",1001
2018-12-19,Spouse,LM09.SG,Sale (Full),"Jerry Moran,",1001
2018-12-19,Spouse,GS,Sale (Full),"Jerry Moran,",1001
2018-12-19,Spouse,GOOG,Sale (Partial),"Jerry Moran,",1001
2018-12-19,Spouse,GIS,Purchase,"Jerry Moran,",1001
2018-12-19,Spouse,CVS,Purchase,"Jerry Moran,",1001
2018-12-19,Spouse,COST,Purchase,"Jerry Moran,",1001
2018-12-19,Spouse,BAC,Purchase,"Jerry Moran,",1001
2018-12-19,Spouse,AAPL,Purchase,"Jerry Moran,",1001
2018-12-19,Spouse,ALL,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,WY,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,WFC,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,VZ,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,USB,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,RDS-B,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,MSFT,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,LM09.SG,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,JPM,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,GS,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,XOM,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,DIS,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,DVA,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,COST,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,AAPL,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,BRK-B,Purchase,"Jerry Moran,",15001
2018-12-06,Spouse,GOOG,Purchase,"Jerry Moran,",1001
2018-12-06,Spouse,ABBV,Purchase,"Jerry Moran,",1001
2018-12-19,Self,WY,Sale (Full),"Jerry Moran,",1001
2018-12-19,Self,WFC,Sale (Partial),"Jerry Moran,",1001
2018-12-19,Self,RDS-B,Sale (Partial),"Jerry Moran,",1001
2018-12-19,Self,LM09.SG,Sale (Full),"Jerry Moran,",1001
2018-12-19,Self,JPM,Sale (Partial),"Jerry Moran,",1001
2018-12-19,Self,GS,Sale (Full),"Jerry Moran,",1001
2018-12-19,Self,XOM,Sale (Partial),"Jerry Moran,",1001
2018-12-19,Self,GIS,Purchase,"Jerry Moran,",1001
2018-12-19,Self,CVS,Purchase,"Jerry Moran,",1001
2018-12-19,Self,COST,Purchase,"Jerry Moran,",1001
2018-12-19,Self,BAC,Purchase,"Jerry Moran,",1001
2018-12-19,Self,AAPL,Purchase,"Jerry Moran,",1001
2018-12-06,Self,PFE,Sale (Full),"Jerry Moran,",1001
2018-12-06,Self,WY,Purchase,"Jerry Moran,",1001
2018-12-06,Self,WFC,Purchase,"Jerry Moran,",15001
2018-12-06,Self,USB,Purchase,"Jerry Moran,",1001
2018-12-06,Self,RDS-B,Purchase,"Jerry Moran,",1001
2018-12-06,Self,MSFT,Purchase,"Jerry Moran,",1001
2018-12-06,Self,LM09.SG,Purchase,"Jerry Moran,",1001
2018-12-06,Self,JPM,Purchase,"Jerry Moran,",1001
2018-12-06,Self,GS,Purchase,"Jerry Moran,",1001
2018-12-06,Self,XOM,Purchase,"Jerry Moran,",1001
2018-12-06,Self,DIS,Purchase,"Jerry Moran,",15001
2018-12-06,Self,DVA,Purchase,"Jerry Moran,",1001
2018-12-06,Self,COST,Purchase,"Jerry Moran,",1001
2018-12-06,Self,BRKB,Purchase,"Jerry Moran,",15001
2018-12-06,Self,AAPL,Purchase,"Jerry Moran,",1001
2018-12-06,Self,GOOG,Purchase,"Jerry Moran,",1001
2018-12-06,Self,ABBV,Purchase,"Jerry Moran,",1001
2019-04-09,Spouse,C,Sale (Partial),Shelley M Capito,1001
2019-04-09,Spouse,WFC,Sale (Full),Shelley M Capito,15001
2019-04-01,Spouse,WFC,Sale (Partial),Shelley M Capito,15001
2019-04-15,Joint,APC,Sale (Full),Jacklyn S Rosen,15001
2019-04-08,Joint,NVS,Exchange,Jacklyn S Rosen,1001
2017-12-21,Spouse,WTW,Purchase,John Hoeven,1001
2017-12-21,Spouse,WTW,Purchase,John Hoeven,1001
2019-01-19,Spouse,WTW,Sale (Full),John Hoeven,15001
2018-11-07,Spouse,WTW,Purchase,John Hoeven,15001
2019-04-18,Spouse,INTC,Purchase,Sheldon Whitehouse,1001
2019-04-18,Spouse,PGR,Purchase,Sheldon Whitehouse,1001
2019-04-18,Joint,TEL,Sale (Full),Sheldon Whitehouse,1001
2019-04-18,Joint,MCD,Purchase,Sheldon Whitehouse,1001
2019-04-18,Self,VZ,Purchase,Sheldon Whitehouse,1001
2019-04-18,Self,SIEGY,Purchase,Sheldon Whitehouse,15001
2019-04-18,Self,T,Purchase,Sheldon Whitehouse,1001
2019-04-18,Self,SQ,Purchase,Sheldon Whitehouse,1001
2019-04-18,Self,CGNX,Purchase,Sheldon Whitehouse,15001
2019-04-18,Self,INTC,Purchase,Sheldon Whitehouse,15001
2019-04-30,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-30,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-04-30,Joint,GLW,Purchase,"David A Perdue , Jr",1001
2019-04-29,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-26,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-26,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-25,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-25,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-24,Joint,LYV,Sale (Partial),"David A Perdue , Jr",15001
2019-04-23,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-22,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2019-04-18,Joint,TRP,Sale (Full),"David A Perdue , Jr",1001
2019-04-17,Joint,TRP,Sale (Partial),"David A Perdue , Jr",1001
2019-04-17,Joint,TRP,Sale (Partial),"David A Perdue , Jr",1001
2019-04-17,Joint,TRP,Sale (Partial),"David A Perdue , Jr",1001
2019-04-16,Joint,WMB,Sale (Partial),"David A Perdue , Jr",1001
2019-04-16,Joint,LYV,Sale (Partial),"David A Perdue , Jr",1001
2019-04-16,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",15001
2019-04-15,Joint,FDC,Sale (Full),"David A Perdue , Jr",15001
2019-04-15,Joint,TRP,Sale (Partial),"David A Perdue , Jr",1001
2019-04-12,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2019-04-12,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-11,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2019-04-11,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-10,Joint,MRK,Sale (Partial),"David A Perdue , Jr",15001
2019-04-10,Joint,DIS,Sale (Partial),"David A Perdue , Jr",1001
2019-04-10,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2019-04-10,Joint,EMR,Sale (Partial),"David A Perdue , Jr",15001
2019-04-09,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2019-04-09,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-08,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",15001
2019-04-08,Joint,FDX,Purchase,"David A Perdue , Jr",1001
2019-04-08,Joint,AAPL,Sale (Partial),"David A Perdue , Jr",15001
2019-04-08,Joint,BWXT,Sale (Partial),"David A Perdue , Jr",1001
2019-04-08,Joint,FDC,Sale (Partial),"David A Perdue , Jr",1001
2019-04-08,Joint,LYV,Sale (Partial),"David A Perdue , Jr",1001
2019-04-05,Spouse,NVS,Sale (Partial),William Cassidy,1001
2019-04-26,Self,TEL,Sale (Full),James M Inhofe,50001
2019-04-26,Self,LH,Sale (Full),James M Inhofe,50001
2019-04-16,Self,CLR,Sale (Full),James M Inhofe,15001
2019-04-17,Spouse,QCOM,Sale (Full),Thomas R Carper,1001
2019-04-17,Spouse,SWKS,Purchase,Thomas R Carper,1001
2019-04-25,Self,KDP,Purchase,John Hoeven,15001
2019-04-09,Joint,ABT,Sale (Full),Tina Smith,250001
2018-04-10,Self,CBS,Sale (Full),Thomas Udall,1001
2019-03-11,Spouse,V,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,TSM,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,SFTBY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,SRE,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,RDS-B,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,SLB,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,RBGLY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,PM,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,PDRDY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AVGO,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,LRLCY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,NVO,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,MRAAY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,NSRGY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,NPSNY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,JPM,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,MCO,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,MDLZ,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,MSFT,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,LVS,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,KYCCF,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,ICE,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,INTC,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,SAFRY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,HLT,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,GDDY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,GILD,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,ESLOY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,ENB,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,DEO,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,DE,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,DHR,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,CCI,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,CVX,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,CABGY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,CSX,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,CME,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,BK,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,ASML,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AZN,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AHKSY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AAPL,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AMT,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AMZN,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,GOOG,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,EADSY,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,ATVI,Sale (Full),Shelley M Capito,1001
2019-03-11,Spouse,AAGIY,Sale (Full),Shelley M Capito,1001
2019-03-04,Self,KO,Purchase,Shelley M Capito,1001
2019-03-15,Spouse,BA,Sale (Full),Sheldon Whitehouse,1001
2019-03-22,Spouse,BIIB,Sale (Full),Sheldon Whitehouse,1001
2019-03-15,Joint,BA,Sale (Full),Sheldon Whitehouse,15001
2019-03-08,Self,XSLV,Purchase,John Hoeven,50001
2019-03-22,Self,PRNHX,Purchase,John Hoeven,50001
2019-03-22,Self,FLMVX,Purchase,John Hoeven,50001
2019-03-22,Self,FCNTX,Purchase,John Hoeven,50001
2019-03-22,Self,TGT,Purchase,John Hoeven,50001
2019-03-22,Self,MET,Purchase,John Hoeven,50001
2019-03-22,Self,IVZ,Purchase,John Hoeven,50001
2019-03-22,Self,KDP,Purchase,John Hoeven,50001
